Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
0	 0	 60.301306	 0	 2.7874414	 461.04719	 Ice X (Grande)
76	 0.00014052314	 60.301306	 1.4075942e-12	 2.7874414	 461.04719	 Ice X (Grande)
111	 0.00028199152	 60.301303	 1.1374757e-11	 2.7874413	 461.04719	 Ice X (Grande)
132	 0.00042828118	 60.301298	 3.9849322e-11	 2.7874413	 461.04719	 Ice X (Grande)
147	 0.0005772538	 60.301292	 9.7574056e-11	 2.7874412	 461.04719	 Ice X (Grande)
158	 0.00071851283	 60.301284	 1.8816443e-10	 2.7874411	 461.04719	 Ice X (Grande)
167	 0.00085944326	 60.301274	 3.2202203e-10	 2.787441	 461.04719	 Ice X (Grande)
175	 0.0010077606	 60.301262	 5.1916579e-10	 2.7874409	 461.04719	 Ice X (Grande)
182	 0.0011583906	 60.301247	 7.8849507e-10	 2.7874407	 461.04719	 Ice X (Grande)
188	 0.0013052994	 60.301231	 1.1281435e-09	 2.7874405	 461.04719	 Ice X (Grande)
194	 0.0014708395	 60.301211	 1.6140972e-09	 2.7874403	 461.04719	 Ice X (Grande)
199	 0.0016247176	 60.30119	 2.175542e-09	 2.7874401	 461.04719	 Ice X (Grande)
204	 0.0017946943	 60.301164	 2.9322788e-09	 2.7874398	 461.04719	 Ice X (Grande)
208	 0.0019433927	 60.30114	 3.7231925e-09	 2.7874395	 461.04719	 Ice X (Grande)
212	 0.0021044114	 60.301111	 4.7274366e-09	 2.7874392	 461.04719	 Ice X (Grande)
216	 0.0022787712	 60.301077	 6.0025519e-09	 2.7874388	 461.04719	 Ice X (Grande)
219	 0.0024189578	 60.301048	 7.1799031e-09	 2.7874385	 461.04719	 Ice X (Grande)
222	 0.0025677684	 60.301015	 8.588182e-09	 2.7874382	 461.04719	 Ice X (Grande)
225	 0.0027257337	 60.300978	 1.0272683e-08	 2.7874378	 461.04719	 Ice X (Grande)
228	 0.0028934167	 60.300937	 1.2287585e-08	 2.7874373	 461.04719	 Ice X (Grande)
231	 0.0030714153	 60.30089	 1.4697693e-08	 2.7874368	 461.04719	 Ice X (Grande)
234	 0.0032603641	 60.300837	 1.7580524e-08	 2.7874362	 461.04719	 Ice X (Grande)
237	 0.0034609368	 60.300777	 2.1028798e-08	 2.7874356	 461.04719	 Ice X (Grande)
239	 0.003601461	 60.300733	 2.3695699e-08	 2.7874351	 461.04719	 Ice X (Grande)
241	 0.0037476908	 60.300686	 2.670082e-08	 2.7874346	 461.04719	 Ice X (Grande)
243	 0.003899858	 60.300634	 3.0087055e-08	 2.787434	 461.04719	 Ice X (Grande)
245	 0.0040582037	 60.300579	 3.3902736e-08	 2.7874334	 461.04719	 Ice X (Grande)
247	 0.0042229786	 60.300519	 3.8202327e-08	 2.7874327	 461.04719	 Ice X (Grande)
249	 0.0043944439	 60.300453	 4.3047197e-08	 2.787432	 461.04719	 Ice X (Grande)
251	 0.0045728712	 60.300383	 4.8506499e-08	 2.7874312	 461.04719	 Ice X (Grande)
253	 0.0047585431	 60.300306	 5.4658157e-08	 2.7874304	 461.04719	 Ice X (Grande)
255	 0.0049517539	 60.300223	 6.1589975e-08	 2.7874295	 461.04719	 Ice X (Grande)
257	 0.0051528096	 60.300133	 6.9400894e-08	 2.7874285	 461.04719	 Ice X (Grande)
259	 0.0053620288	 60.300036	 7.8202403e-08	 2.7874274	 461.04719	 Ice X (Grande)
261	 0.0055797429	 60.299931	 8.8120129e-08	 2.7874263	 461.04719	 Ice X (Grande)
263	 0.0058062968	 60.299817	 9.9295631e-08	 2.787425	 461.04719	 Ice X (Grande)
265	 0.0060420494	 60.299694	 1.1188842e-07	 2.7874237	 461.04719	 Ice X (Grande)
267	 0.0062873743	 60.29956	 1.2607824e-07	 2.7874222	 461.04719	 Ice X (Grande)
269	 0.0065426602	 60.299415	 1.4206763e-07	 2.7874206	 461.04719	 Ice X (Grande)
271	 0.0068083114	 60.299259	 1.600848e-07	 2.7874189	 461.04719	 Ice X (Grande)
273	 0.0070847488	 60.299089	 1.8038693e-07	 2.787417	 461.04719	 Ice X (Grande)
274	 0.0072271485	 60.298999	 1.9148402e-07	 2.787416	 461.04719	 Ice X (Grande)
275	 0.0073724103	 60.298905	 2.0326379e-07	 2.787415	 461.04719	 Ice X (Grande)
276	 0.0075205919	 60.298808	 2.1576822e-07	 2.7874139	 461.04719	 Ice X (Grande)
277	 0.0076717518	 60.298706	 2.2904191e-07	 2.7874128	 461.04719	 Ice X (Grande)
278	 0.00782595	 60.298601	 2.4313216e-07	 2.7874117	 461.04719	 Ice X (Grande)
279	 0.0079832475	 60.298491	 2.5808922e-07	 2.7874104	 461.04719	 Ice X (Grande)
280	 0.0081437065	 60.298376	 2.7396641e-07	 2.7874092	 461.04719	 Ice X (Grande)
281	 0.0083073908	 60.298257	 2.9082033e-07	 2.7874079	 461.04719	 Ice X (Grande)
282	 0.008474365	 60.298134	 3.0871108e-07	 2.7874065	 461.04719	 Ice X (Grande)
283	 0.0086446952	 60.298005	 3.2770242e-07	 2.7874051	 461.04719	 Ice X (Grande)
284	 0.0088184491	 60.297871	 3.4786208e-07	 2.7874036	 461.04719	 Ice X (Grande)
285	 0.0089956953	 60.297731	 3.6926191e-07	 2.7874021	 461.04719	 Ice X (Grande)
286	 0.009176504	 60.297586	 3.9197822e-07	 2.7874005	 461.04719	 Ice X (Grande)
287	 0.0093609469	 60.297435	 4.1609199e-07	 2.7873989	 461.04719	 Ice X (Grande)
288	 0.0095490971	 60.297278	 4.4168919e-07	 2.7873971	 461.04719	 Ice X (Grande)
289	 0.0097410289	 60.297114	 4.6886107e-07	 2.7873953	 461.04719	 Ice X (Grande)
290	 0.0099368185	 60.296944	 4.9770451e-07	 2.7873935	 461.04719	 Ice X (Grande)
291	 0.010136543	 60.296767	 5.2832233e-07	 2.7873915	 461.04719	 Ice X (Grande)
292	 0.010340283	 60.296583	 5.6082369e-07	 2.7873895	 461.04719	 Ice X (Grande)
293	 0.010548117	 60.296391	 5.9532447e-07	 2.7873874	 461.04719	 Ice X (Grande)
294	 0.010760129	 60.296191	 6.3194765e-07	 2.7873852	 461.04719	 Ice X (Grande)
295	 0.010976402	 60.295984	 6.7082381e-07	 2.7873829	 461.04719	 Ice X (Grande)
296	 0.011197021	 60.295767	 7.1209154e-07	 2.7873805	 461.04719	 Ice X (Grande)
297	 0.011422076	 60.295543	 7.5589796e-07	 2.7873781	 461.04719	 Ice X (Grande)
298	 0.011651654	 60.295309	 8.0239925e-07	 2.7873755	 461.04719	 Ice X (Grande)
299	 0.011885846	 60.295065	 8.5176118e-07	 2.7873728	 461.04719	 Ice X (Grande)
300	 0.012124745	 60.294812	 9.0415974e-07	 2.78737	 461.04719	 Ice X (Grande)
301	 0.012368446	 60.294548	 9.5978172e-07	 2.7873671	 461.04719	 Ice X (Grande)
302	 0.012617046	 60.294273	 1.0188254e-06	 2.7873641	 461.04719	 Ice X (Grande)
303	 0.012870642	 60.293988	 1.0815013e-06	 2.787361	 461.04719	 Ice X (Grande)
304	 0.013129335	 60.293691	 1.1480329e-06	 2.7873577	 461.04719	 Ice X (Grande)
305	 0.013393228	 60.293382	 1.2186573e-06	 2.7873543	 461.04719	 Ice X (Grande)
306	 0.013662425	 60.29306	 1.2936264e-06	 2.7873508	 461.04719	 Ice X (Grande)
307	 0.013937033	 60.292725	 1.3732073e-06	 2.7873471	 461.04719	 Ice X (Grande)
308	 0.01421716	 60.292377	 1.4576838e-06	 2.7873433	 461.04719	 Ice X (Grande)
309	 0.014502917	 60.292014	 1.5473571e-06	 2.7873393	 461.04719	 Ice X (Grande)
310	 0.014794419	 60.291637	 1.6425468e-06	 2.7873352	 461.04719	 Ice X (Grande)
311	 0.015091779	 60.291244	 1.7435923e-06	 2.7873309	 461.04719	 Ice X (Grande)
312	 0.015395116	 60.290836	 1.8508538e-06	 2.7873264	 461.04719	 Ice X (Grande)
313	 0.01570455	 60.29041	 1.9647137e-06	 2.7873217	 461.04719	 Ice X (Grande)
314	 0.016020203	 60.289968	 2.0855779e-06	 2.7873168	 461.04719	 Ice X (Grande)
315	 0.016342201	 60.289508	 2.2138773e-06	 2.7873118	 461.04719	 Ice X (Grande)
316	 0.016670671	 60.289029	 2.3500692e-06	 2.7873065	 461.04719	 Ice X (Grande)
317	 0.017005743	 60.28853	 2.4946392e-06	 2.7873011	 461.04719	 Ice X (Grande)
318	 0.01734755	 60.288011	 2.6481026e-06	 2.7872954	 461.04719	 Ice X (Grande)
319	 0.017696227	 60.287472	 2.8110065e-06	 2.7872894	 461.04719	 Ice X (Grande)
320	 0.018051913	 60.28691	 2.9839317e-06	 2.7872833	 461.04719	 Ice X (Grande)
321	 0.018414747	 60.286325	 3.1674946e-06	 2.7872768	 461.04719	 Ice X (Grande)
322	 0.018784874	 60.285717	 3.3623496e-06	 2.7872702	 461.04719	 Ice X (Grande)
323	 0.019162441	 60.285084	 3.5691913e-06	 2.7872632	 461.04719	 Ice X (Grande)
324	 0.019547597	 60.284426	 3.7887571e-06	 2.787256	 461.04719	 Ice X (Grande)
325	 0.019940494	 60.28374	 4.0218296e-06	 2.7872485	 461.04719	 Ice X (Grande)
326	 0.020341288	 60.283027	 4.2692398e-06	 2.7872406	 461.04719	 Ice X (Grande)
327	 0.020750138	 60.282285	 4.5318696e-06	 2.7872325	 461.04719	 Ice X (Grande)
328	 0.021167205	 60.281513	 4.8106552e-06	 2.787224	 461.04719	 Ice X (Grande)
329	 0.021592656	 60.280709	 5.1065904e-06	 2.7872152	 461.04719	 Ice X (Grande)
330	 0.022026658	 60.279873	 5.4207302e-06	 2.787206	 461.04719	 Ice X (Grande)
331	 0.022469383	 60.279003	 5.7541943e-06	 2.7871964	 461.04719	 Ice X (Grande)
332	 0.022921007	 60.278097	 6.1081715e-06	 2.7871865	 461.04719	 Ice X (Grande)
333	 0.023381708	 60.277155	 6.4839236e-06	 2.7871761	 461.04719	 Ice X (Grande)
334	 0.023851669	 60.276174	 6.8827899e-06	 2.7871653	 461.04719	 Ice X (Grande)
335	 0.024331077	 60.275154	 7.3061924e-06	 2.7871541	 461.04719	 Ice X (Grande)
336	 0.02482012	 60.274092	 7.7556402e-06	 2.7871425	 461.04719	 Ice X (Grande)
337	 0.025318993	 60.272987	 8.2327355e-06	 2.7871303	 461.04719	 Ice X (Grande)
338	 0.025827892	 60.271837	 8.7391789e-06	 2.7871177	 461.04719	 Ice X (Grande)
339	 0.026347021	 60.270641	 9.2767756e-06	 2.7871046	 461.04719	 Ice X (Grande)
340	 0.026876584	 60.269396	 9.8474419e-06	 2.7870909	 461.04719	 Ice X (Grande)
341	 0.027416791	 60.2681	 1.0453212e-05	 2.7870767	 461.04719	 Ice X (Grande)
342	 0.027967856	 60.266752	 1.1096245e-05	 2.7870619	 461.04719	 Ice X (Grande)
343	 0.028529997	 60.265349	 1.1778833e-05	 2.7870464	 461.04719	 Ice X (Grande)
344	 0.029103438	 60.26389	 1.2503409e-05	 2.7870304	 461.04719	 Ice X (Grande)
345	 0.029688404	 60.262371	 1.3272555e-05	 2.7870137	 461.04719	 Ice X (Grande)
346	 0.030285128	 60.26079	 1.4089014e-05	 2.7869964	 461.04719	 Ice X (Grande)
