Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
0	 0	 112.64374	 0	 4.2067741	 354.71955	 Diamond
73	 0.00011540885	 112.64374	 1.1767787e-12	 4.2067741	 354.71955	 Diamond
108	 0.00023159402	 112.64374	 9.5095388e-12	 4.206774	 354.71955	 Diamond
129	 0.0003517388	 112.64373	 3.331488e-11	 4.206774	 354.71955	 Diamond
144	 0.00047408704	 112.64372	 8.1573985e-11	 4.206774	 354.71954	 Diamond
155	 0.00059010027	 112.64371	 1.5730947e-10	 4.2067739	 354.71954	 Diamond
164	 0.00070584363	 112.64369	 2.6921727e-10	 4.2067738	 354.71954	 Diamond
172	 0.00082765371	 112.64367	 4.3403365e-10	 4.2067737	 354.71953	 Diamond
179	 0.00095136311	 112.64365	 6.5919868e-10	 4.2067736	 354.71953	 Diamond
185	 0.0010720164	 112.64363	 9.43152e-10	 4.2067735	 354.71952	 Diamond
191	 0.0012079711	 112.6436	 1.3494197e-09	 4.2067733	 354.71951	 Diamond
196	 0.0013343482	 112.64356	 1.8187996e-09	 4.2067731	 354.71951	 Diamond
201	 0.0014739467	 112.64352	 2.4514478e-09	 4.2067729	 354.7195	 Diamond
205	 0.0015960697	 112.64349	 3.1126686e-09	 4.2067728	 354.71949	 Diamond
209	 0.0017283111	 112.64344	 3.9522383e-09	 4.2067725	 354.71948	 Diamond
213	 0.0018715094	 112.64339	 5.0182623e-09	 4.2067723	 354.71946	 Diamond
216	 0.0019866418	 112.64335	 6.0025533e-09	 4.206772	 354.71945	 Diamond
219	 0.002108857	 112.6433	 7.179905e-09	 4.2067718	 354.71944	 Diamond
222	 0.0022385907	 112.64324	 8.5881845e-09	 4.2067715	 354.71943	 Diamond
225	 0.0023763054	 112.64317	 1.0272686e-08	 4.2067711	 354.71941	 Diamond
228	 0.0025224922	 112.6431	 1.228759e-08	 4.2067708	 354.71939	 Diamond
231	 0.0026776721	 112.64302	 1.4697699e-08	 4.2067703	 354.71937	 Diamond
234	 0.0028423984	 112.64293	 1.7580532e-08	 4.2067699	 354.71935	 Diamond
236	 0.0029578081	 112.64286	 1.9810121e-08	 4.2067695	 354.71933	 Diamond
238	 0.0030779037	 112.64279	 2.2322469e-08	 4.2067691	 354.71931	 Diamond
240	 0.0032028756	 112.64271	 2.5153436e-08	 4.2067687	 354.71929	 Diamond
242	 0.0033329218	 112.64263	 2.8343431e-08	 4.2067683	 354.71927	 Diamond
244	 0.0034682481	 112.64253	 3.1937986e-08	 4.2067678	 354.71925	 Diamond
246	 0.0036090691	 112.64243	 3.5988406e-08	 4.2067673	 354.71923	 Diamond
248	 0.0037556079	 112.64232	 4.0552507e-08	 4.2067667	 354.7192	 Diamond
250	 0.0039080966	 112.64221	 4.5695433e-08	 4.2067661	 354.71917	 Diamond
252	 0.0040667767	 112.64208	 5.1490591e-08	 4.2067655	 354.71914	 Diamond
254	 0.0042318997	 112.64194	 5.80207e-08	 4.2067648	 354.7191	 Diamond
256	 0.0044037273	 112.64179	 6.5378965e-08	 4.206764	 354.71907	 Diamond
258	 0.0045825315	 112.64163	 7.3670415e-08	 4.2067632	 354.71903	 Diamond
260	 0.0047685957	 112.64145	 8.3013398e-08	 4.2067622	 354.71898	 Diamond
262	 0.0049622146	 112.64127	 9.3541269e-08	 4.2067613	 354.71894	 Diamond
264	 0.005163695	 112.64106	 1.054043e-07	 4.2067602	 354.71888	 Diamond
266	 0.0053733562	 112.64084	 1.1877181e-07	 4.2067591	 354.71883	 Diamond
268	 0.0055915301	 112.6406	 1.3383461e-07	 4.2067578	 354.71877	 Diamond
270	 0.0058185626	 112.64034	 1.5080769e-07	 4.2067565	 354.71871	 Diamond
271	 0.0059355127	 112.6402	 1.6008513e-07	 4.2067557	 354.71867	 Diamond
272	 0.0060548133	 112.64005	 1.6993331e-07	 4.206755	 354.71864	 Diamond
273	 0.0061765119	 112.6399	 1.8038733e-07	 4.2067542	 354.7186	 Diamond
274	 0.0063006565	 112.63975	 1.9148447e-07	 4.2067534	 354.71856	 Diamond
275	 0.0064272963	 112.63959	 2.0326428e-07	 4.2067526	 354.71852	 Diamond
276	 0.0065564816	 112.63942	 2.1576877e-07	 4.2067517	 354.71848	 Diamond
277	 0.0066882634	 112.63924	 2.2904251e-07	 4.2067508	 354.71843	 Diamond
278	 0.0068226939	 112.63906	 2.4313282e-07	 4.2067499	 354.71839	 Diamond
279	 0.0069598265	 112.63887	 2.5808995e-07	 4.2067489	 354.71834	 Diamond
280	 0.0070997153	 112.63867	 2.7396722e-07	 4.2067479	 354.71829	 Diamond
281	 0.0072424158	 112.63847	 2.9082123e-07	 4.2067468	 354.71824	 Diamond
282	 0.0073879845	 112.63825	 3.0871206e-07	 4.2067457	 354.71819	 Diamond
283	 0.0075364791	 112.63803	 3.2770351e-07	 4.2067445	 354.71813	 Diamond
284	 0.0076879584	 112.6378	 3.4786328e-07	 4.2067433	 354.71807	 Diamond
285	 0.0078424823	 112.63755	 3.6926324e-07	 4.2067421	 354.71801	 Diamond
286	 0.008000112	 112.6373	 3.9197969e-07	 4.2067408	 354.71795	 Diamond
287	 0.00816091	 112.63704	 4.1609362e-07	 4.2067394	 354.71789	 Diamond
288	 0.00832494	 112.63677	 4.4169098e-07	 4.206738	 354.71782	 Diamond
289	 0.0084922669	 112.63649	 4.6886305e-07	 4.2067366	 354.71775	 Diamond
290	 0.008662957	 112.63619	 4.977067e-07	 4.206735	 354.71768	 Diamond
291	 0.0088370779	 112.63588	 5.2832475e-07	 4.2067335	 354.7176	 Diamond
292	 0.0090146985	 112.63557	 5.6082637e-07	 4.2067318	 354.71752	 Diamond
293	 0.0091958892	 112.63523	 5.9532742e-07	 4.2067301	 354.71744	 Diamond
294	 0.0093807217	 112.63489	 6.3195091e-07	 4.2067283	 354.71735	 Diamond
295	 0.0095692693	 112.63453	 6.7082741e-07	 4.2067264	 354.71726	 Diamond
296	 0.0097616065	 112.63415	 7.1209552e-07	 4.2067245	 354.71717	 Diamond
297	 0.0099578097	 112.63377	 7.5590236e-07	 4.2067225	 354.71707	 Diamond
298	 0.010157956	 112.63336	 8.024041e-07	 4.2067204	 354.71697	 Diamond
299	 0.010362126	 112.63294	 8.5176654e-07	 4.2067182	 354.71687	 Diamond
300	 0.010570399	 112.6325	 9.0416566e-07	 4.206716	 354.71676	 Diamond
301	 0.010782859	 112.63204	 9.5978826e-07	 4.2067136	 354.71665	 Diamond
302	 0.010999589	 112.63157	 1.0188327e-06	 4.2067111	 354.71653	 Diamond
303	 0.011220675	 112.63107	 1.0815093e-06	 4.2067086	 354.71641	 Diamond
304	 0.011446204	 112.63056	 1.1480417e-06	 4.2067059	 354.71628	 Diamond
305	 0.011676267	 112.63002	 1.2186671e-06	 4.2067032	 354.71615	 Diamond
306	 0.011910954	 112.62947	 1.2936372e-06	 4.2067003	 354.71601	 Diamond
307	 0.012150358	 112.62889	 1.3732192e-06	 4.2066973	 354.71586	 Diamond
308	 0.012394574	 112.62828	 1.457697e-06	 4.2066942	 354.71571	 Diamond
309	 0.012643698	 112.62766	 1.5473716e-06	 4.2066909	 354.71556	 Diamond
310	 0.01289783	 112.627	 1.6425628e-06	 4.2066875	 354.7154	 Diamond
311	 0.013157069	 112.62632	 1.74361e-06	 4.206684	 354.71523	 Diamond
312	 0.01342152	 112.62562	 1.8508734e-06	 4.2066804	 354.71505	 Diamond
313	 0.013691285	 112.62488	 1.9647353e-06	 4.2066766	 354.71487	 Diamond
314	 0.013966473	 112.62411	 2.0856018e-06	 4.2066726	 354.71468	 Diamond
315	 0.014247192	 112.62332	 2.2139036e-06	 4.2066685	 354.71448	 Diamond
316	 0.014533553	 112.62249	 2.3500983e-06	 4.2066642	 354.71428	 Diamond
317	 0.01482567	 112.62163	 2.4946713e-06	 4.2066597	 354.71406	 Diamond
318	 0.015123658	 112.62073	 2.6481381e-06	 4.2066551	 354.71384	 Diamond
319	 0.015427636	 112.61979	 2.8110457e-06	 4.2066503	 354.71361	 Diamond
320	 0.015737724	 112.61882	 2.983975e-06	 4.2066452	 354.71337	 Diamond
321	 0.016054044	 112.61781	 3.1675425e-06	 4.20664	 354.71311	 Diamond
322	 0.016376722	 112.61676	 3.3624025e-06	 4.2066346	 354.71285	 Diamond
323	 0.016705885	 112.61566	 3.5692497e-06	 4.2066289	 354.71258	 Diamond
324	 0.017041665	 112.61452	 3.7888216e-06	 4.206623	 354.7123	 Diamond
325	 0.017384194	 112.61333	 4.0219009e-06	 4.2066169	 354.712	 Diamond
